"Family","Class","Count","Canonical"
"Card/KPI","bp-kpi-num","3","False"
"Card/KPI","rehire-card-head","3","False"
"Card/KPI","hrms-stat-label","3","False"
"Card/KPI","rec-table-card","3","False"
"Card/KPI","nxupd-card","3","False"
"Card/KPI","zy-card__icon--success","3","True"
"Card/KPI","ef-card","3","False"
"Card/KPI","pa-card","3","False"
"Card/KPI","hrms-stat-value","3","False"
"Card/KPI","zdl-static","3","False"
"Card/KPI","rehire-card","3","False"
"Card/KPI","rep-card-icon","3","False"
"Card/KPI","my-card-head","3","False"
"Card/KPI","ats-card","3","False"
"Card/KPI","zy-card__icon--warning","3","True"
"Card/KPI","nxex-att-status","2","False"
"Card/KPI","ppd-distribution-card","2","False"
"Card/KPI","edr-card","2","False"
"Card/KPI","zy-lookup-kpis","2","True"
"Card/KPI","geo-stat","2","False"
"Card/KPI","orgchart-ic-card","2","False"
"Card/KPI","sd-card","2","False"
"Card/KPI","zy-lookup-card__head","2","True"
"Card/KPI","eak-card","2","False"
"Card/KPI","sht-table-card","2","False"
"Card/KPI","zy-lookup-card","2","True"
"Card/KPI","attendance-results-card","2","False"
"Card/KPI","zy-lookup-card__eyebrow","2","True"
"Card/KPI","zy-stats","2","True"
"Card/KPI","bt-card","2","False"
"Card/KPI","nxr-profile-settings-card-head","2","False"
"Card/KPI","zy-stat__delta--flat","2","True"
"Card/KPI","esr-card","2","False"
"Card/KPI","attendance-status","2","False"
"Card/KPI","nxr-edit-final-card-head","2","False"
"Card/KPI","pd-card","2","False"
"Card/KPI","nxp-card","2","False"
"Card/KPI","nxr-edit-final-card","2","False"
"Card/KPI","@Model.StatusClass(row.Status)","2","False"
"Card/KPI","bk-kpi","2","False"
"Card/KPI","nxp-card__head","2","False"
"Card/KPI","pr-card-head","2","False"
"Card/KPI","@Model.StatusClass(item.DaysLeft)","2","False"
"Card/KPI","@Model.StatusClass(item.Status)","2","False"
"Card/KPI","nxr-profile-settings-card","2","False"
"Card/KPI","zy-lookup-status","2","True"
"Card/KPI","nx-ops-records-card","2","False"
"Card/KPI","@r.Status","2","False"
"Card/KPI","mat-table-card","2","False"
"Card/KPI","ppd-kpi-danger","2","False"
"Card/KPI","@request.Status.ToLower()","2","False"
"Card/KPI","sd-kpis","2","False"
"Card/KPI","zy-stat__delta","2","True"
"Card/KPI","sha-stat","2","False"
"Card/KPI","nxupd-selector-card-single","1","False"
"Card/KPI","nx-wall-card","1","False"
"Card/KPI","zhr-filter-card","1","False"
"Card/KPI","nxp-import-status","1","False"
"Card/KPI","nxp-import-status--@row.Status.ToLowerInvariant()","1","False"
"Card/KPI","nxex-ann-read-state","1","False"
"Card/KPI","zy-data-language-card","1","True"
"Card/KPI","nxhs-cards","1","False"
"Card/KPI","zxd-stat","1","False"
"Card/KPI","nx-cutoff-basis-card","1","False"
"Card/KPI","sov-table-card","1","False"
"Card/KPI","brand-status","1","False"
"Card/KPI","rtc-status","1","False"
"Card/KPI","nxpen-main-text-card","1","False"
"Card/KPI","nxr-doc-rule-card","1","False"
"Card/KPI","mp-card","1","False"
"Card/KPI","endservice-employee-card","1","False"
"Card/KPI","lifecycle-timeline-kpis","1","False"
"Card/KPI","nxp-card__head--filters","1","False"
"Card/KPI","ppd-tenure-card","1","False"
"Card/KPI","SmartAttendance.Web.Infrastructure.Theming.ThemeStore.StatusPublished","1","False"
"Card/KPI","si-card","1","False"
"Card/KPI","sim-kpi","1","False"
"Card/KPI","att-table-card","1","False"
"Card/KPI","att-filter-card","1","False"
"Card/KPI","login-card","1","False"
"Card/KPI","ppd-gender-card","1","False"
"Card/KPI","nx-template-card__content","1","False"
"Card/KPI","zua-stats","1","False"
"Card/KPI","hrms-form-card","1","False"
"Card/KPI","distribution-stat-grid","1","False"
"Card/KPI","ln-kpis","1","False"
"Card/KPI","nx-template-card__check","1","False"
"Card/KPI","nxr-edit-signature-card","1","False"
"Card/KPI","access-denied-card","1","False"
"Card/KPI","ss-card","1","False"
"Card/KPI","ppd-kpi-warning","1","False"
"Card/KPI","orgchart-stats","1","False"
"Card/KPI","rv-kpis","1","False"
"Card/KPI","nx-company-logo-card","1","False"
"Card/KPI","nxex-balance-card","1","False"
"Card/KPI","ost-stats","1","False"
"Card/KPI","st-@p.Status","1","False"
"Card/KPI","lifecycle-timeline-card-head","1","False"
"Card/KPI","nxex-wall-card","1","False"
"Card/KPI","brand-vstatus","1","False"
"Card/KPI","rehire-state","1","False"
"Card/KPI","nxr-company-delete-card","1","False"
"Card/KPI","zy-language-card","1","True"
"Card/KPI","zxd-stats","1","False"
"Card/KPI","nxex-request-list-card","1","False"
"Card/KPI","wfh-stats","1","False"
"Card/KPI","nx-template-card__shade","1","False"
"Card/KPI","nxex-identity-card","1","False"
"Card/KPI","zy-pos-status","1","True"
"Card/KPI","bk-kpis","1","False"
"Card/KPI","dat-table-card","1","False"
"Card/KPI","rz-kpis","1","False"
"Card/KPI","esl-kpis","1","False"
"Card/KPI","@item.Status","1","False"
"Card/KPI","endservice-state","1","False"
"Card/KPI","z360-mini-kpis","1","False"
"Card/KPI","nxupd-hero-status","1","False"
"Card/KPI","ppd-card-foot","1","False"
"Card/KPI","@c.Status","1","False"
"Card/KPI","wfh-table-card","1","False"
"Card/KPI","z360-status-pill","1","False"
"Card/KPI","zy-dictionary-stats","1","True"
"Card/KPI","nxr-edit-photo-status-row","1","False"
"Card/KPI","zy-dictionary-state","1","True"
"Card/KPI","@(mp.Status","1","False"
"Card/KPI","zy-pos-card","1","True"
"Card/KPI","hrms-card-head","1","False"
"Card/KPI","lifecycle-timeline-state","1","False"
"Card/KPI","bp-card-text","1","False"
"Card/KPI","nxr-photo-upload-card","1","False"
"Card/KPI","nxr-login-account-card","1","False"
"Card/KPI","nxr-documents-list-card","1","False"
"Card/KPI","fr-card","1","False"
"Card/KPI","@Model.DocumentStatusClass(doc.ExpiryDate)","1","False"
"Card/KPI","bp-card-title","1","False"
"Card/KPI","v-@v.Status.ToLowerInvariant()","1","False"
"Card/KPI","@(v.Status","1","False"
"Card/KPI","nxex-profile-card","1","False"
"Card/KPI","@Model.StatusClass(mp.Status)","1","False"
"Card/KPI","nxr-edit-status-near-photo","1","False"
"Card/KPI","bp-kpis","1","False"
"Card/KPI","pa-kpis","1","False"
"Card/KPI","pq-card","1","False"
"Card/KPI","lifecycle-timeline-card","1","False"
"Card/KPI","dat-stat-clear","1","False"
"Card/KPI","my-stats-grid","1","False"
"Card/KPI","zhr-table-card","1","False"
"Card/KPI","nxr-doc-status","1","False"
"Card/KPI","zy-department-language-card","1","True"
"Card/KPI","avw-matrix-card","1","False"
"Card/KPI","apv-status","1","False"
"Card/KPI","nxr-documents-kpis","1","False"
"Card/KPI","zdl-hero-status","1","False"
"Card/KPI","ppd-kpi-grid","1","False"
"Card/KPI","bk-card","1","False"
"Card/KPI","ppd-turnover-card","1","False"
"Card/KPI","nx-template-card__glow","1","False"
"Card/KPI","lifecycle-timeline-status","1","False"
"Card/KPI","ar-status","1","False"
"Card/KPI","@(Model.Status","1","False"
"Card/KPI","ppd-kpi-success","1","False"
"Card/KPI","apv-kpis","1","False"
"Card/KPI","@Badge(request.Status)","1","False"
"Card/KPI","nx-feedback-card","1","False"
"Card/KPI","nx-template-card__icon","1","False"
"Card/KPI","nexora-brand-card","1","False"
"Card/KPI","mp-kpis","1","False"
"Card/KPI","ot-kpis","1","False"
"Card/KPI","tx-kpis","1","False"
"Card/KPI","zy-card__icon--danger","1","True"
"Card/KPI","nxex-pay-card","1","False"
"Card/KPI","ar-modal-card","1","False"
"Card/KPI","zy-data-language-card__required","1","True"
"Card/KPI","@Model.ClearanceClass(row.ClearanceStatus)","1","False"
"Card/KPI","zy-language-card__actions","1","True"
"Card/KPI","@Z360RequestClass(row.Status)","1","False"
"Card/KPI","endservice-status","1","False"
"Card/KPI","zy-language-dialog__card","1","True"
"Card/KPI","@requirement.StatusKey","1","False"
"Card/KPI","@l.Status","1","False"
"Card/KPI","ot-card","1","False"
"Card/KPI","zy-employee-language-card","1","True"
"Card/KPI","zhr-kpi-grid","1","False"
"Card/KPI","ppd-kpi-primary","1","False"
"Card/KPI","zdl-card-grid","1","False"
"Card/KPI","nx-template-card__hero-copy","1","False"
"Card/KPI","nxpen-a4-form-card","1","False"
"Card/KPI","shr-table-card","1","False"
"Card/KPI","zy-department-quick-language-card","1","True"
"Card/KPI","nx-kpis","1","False"
"Card/KPI","zy-data-language-card__default","1","True"
"Card/KPI","apv-card","1","False"
"Card/KPI","nxr-status","1","False"
"Card/KPI","nx-template-card__group","1","False"
"Card/KPI","attendance-filter-card","1","False"
"Card/KPI","zy-dictionary-provider-status","1","True"
"Card/KPI","nx-template-card__meta","1","False"
"Card/KPI","@Model.AnnouncementStatusClass(item.Status)","1","False"
"Card/KPI","sha-table-card","1","False"
"Card/KPI","status-@row.Status","1","False"
"Card/KPI","pr-kpis","1","False"
"Card/KPI","rehire-status","1","False"
"Card/KPI","zxd-kpis","1","False"
"Card/KPI","tx-card","1","False"
"Card/KPI","my-hero-card","1","False"
"Card/KPI","@row.StatusCss","1","False"
"Card/KPI","hrms-filter-card","1","False"
"Card/KPI","nxex-poll-card","1","False"
"Card/KPI","zua-table-card","1","False"
"Card/KPI","lifecycle-card","1","False"
"Card/KPI","@request.Status","1","False"
"Card/KPI","z360-kpis","1","False"
"Card/KPI","dat-stats","1","False"
"Card/KPI","nxex-ann-card","1","False"
"Card/KPI","nxex-ai-card","1","False"
"Card/KPI","nxupd-selector-card","1","False"
"Card/KPI","zdl-demo-kpis","1","False"
"Card/KPI","rv-card","1","False"
"Card/KPI","esl-card","1","False"
"Card/KPI","zy-data-language-card__rules","1","True"
"Card/KPI","zy-data-language-card__enable","1","True"
"Card/KPI","nx-template-card__topline","1","False"
"Card/KPI","nx-template-card__visual","1","False"
"Card/KPI","nx-pulse-mini-kpis","1","False"
"Card/KPI","zhr-status-badge","1","False"
"Card/KPI","zy-pos-card__head","1","True"
"Card/KPI","es-card","1","False"
"Card/KPI","zy-delete-language-dialog__card","1","True"
"Card/KPI","ppd-status-dot","1","False"
"Card/KPI","es-kpis","1","False"
"Card/KPI","nx-template-card","1","False"
"Card/KPI","nx-live-card","1","False"
"Card/KPI","fr-kpis","1","False"
"Card/KPI","nxr-profile-dynamic-edit-card","1","False"
"Card/KPI","geo-table-card","1","False"
"Card/KPI","nxupd-stage-card","1","False"
"Card/KPI","rz-card","1","False"
"Card/KPI","nxp-kpis","1","False"
"Card/KPI","zy-dash__kpis","1","True"
"Card/KPI","bp-card","1","False"
"Card/KPI","zy-pos-kpis","1","True"
"Card/KPI","zy-department-edit-language-card","1","True"
"Card/KPI","@r.Status.ToLowerInvariant()","1","False"
"Card/KPI","nxex-workclock-state","1","False"
"Card/KPI","rehire-employee-card","1","False"
"Card/KPI","@Z360AttendanceClass(row.Status)","1","False"
"Card/KPI","ln-card","1","False"
"Modal","nx-setup-modal__actions","29","False"
"Modal","nx-setup-modal__close","27","False"
"Modal","nx-setup-modal__panel","27","False"
"Modal","nx-setup-modal","27","False"
"Modal","nx-setup-modal__head","27","False"
"Modal","nx-setup-modal-form","20","False"
"Modal","dat-modal-label","7","False"
"Modal","dat-modal-text","6","False"
"Modal","nxhs-modal-cancel","6","False"
"Modal","nx-setup-entity-modal","4","False"
"Modal","zy-pos-reference-modal","4","True"
"Modal","nxhs-modal-delete","3","False"
"Modal","nx-setup-modal-note","3","False"
"Modal","modal-actions","3","False"
"Modal","attendance-modal-head","3","False"
"Modal","attendance-modal-backdrop","3","False"
"Modal","attendance-modal","3","False"
"Modal","dat-modal-legend","2","False"
"Modal","ln-modal-actions","2","False"
"Modal","ln-modal-bg","2","False"
"Modal","avw-modal","2","False"
"Modal","dat-modal-scope","2","False"
"Modal","z360-modal-section","2","False"
"Modal","dat-modal-form","2","False"
"Modal","zy-lookup-modal-error","2","True"
"Modal","dat-modal","2","False"
"Modal","avw-modal-bg","2","False"
"Modal","ln-modal","2","False"
"Modal","dat-modal-actions","2","False"
"Modal","dat-modal-bg","2","False"
"Modal","dat-modal-radios","2","False"
"Modal","modal-grid","2","False"
"Modal","z360-modal-body","1","False"
"Modal","attendance-import-modal","1","False"
"Modal","nxr-documents-modal-close","1","False"
"Modal","my-modal","1","False"
"Modal","zy-modal__body","1","True"
"Modal","ar-modal-head","1","False"
"Modal","fr-modal-bg","1","False"
"Modal","nxupd-modal","1","False"
"Modal","nxupd-modal-actions","1","False"
"Modal","ar-modal-actions","1","False"
"Modal","nxex-modal-head","1","False"
"Modal","nxex-modal-body","1","False"
"Modal","zy-pos-delete-modal","1","True"
"Modal","nxex-embed-modal","1","False"
"Modal","dat-modal-check","1","False"
"Modal","zy-pos-job-modal","1","True"
"Modal","nxhs-delete-modal","1","False"
"Modal","nxr-documents-modal-open","1","False"
"Modal","fr-modal-actions","1","False"
"Modal","zyep-modal","1","False"
"Modal","ar-modal-close","1","False"
"Modal","z360-modal-close","1","False"
"Modal","nxex-modal-tabs","1","False"
"Modal","nxupd-modal-close","1","False"
"Modal","zy-pos-employees-modal","1","True"
"Modal","nxr-documents-modal-head","1","False"
"Modal","z360-modal-dialog","1","False"
"Modal","nxupd-modal-icon","1","False"
"Modal","ar-modal-card","1","False"
"Modal","nxr-documents-modal-panel","1","False"
"Modal","nxupd-modal-warning","1","False"
"Modal","nxupd-modal-copy","1","False"
"Modal","nxr-force-modal-note","1","False"
"Modal","nxr-documents-modal-body","1","False"
"Modal","zyep-modal-head","1","False"
"Modal","zy-modal__footer","1","True"
"Modal","nxr-documents-modal","1","False"
"Modal","nxupd-modal-backdrop","1","False"
"Modal","nxex-modal-backdrop","1","False"
"Modal","zy-modal__header","1","True"
"Modal","zy-pos-editor-modal","1","True"
"Modal","ar-modal","1","False"
"Modal","zy-modal","1","True"
"Modal","nxex-modal","1","False"
"Modal","inside-modal","1","False"
"Modal","my-modal-actions","1","False"
"Modal","my-modal-backdrop","1","False"
"Modal","nxr-force-modal-badge","1","False"
"Modal","z360-modal","1","False"
"Modal","zy-modal-backdrop","1","True"
"Modal","fr-modal","1","False"
"Modal","nxr-documents-modal-actions","1","False"
"Modal","nxex-modal-close","1","False"
"Modal","z360-modal-head","1","False"
"Modal","z360-modal-actions","1","False"
"Modal","nxr-documents-list-modal","1","False"
"Modal","@(Model.OpenPolicyModal","1","False"
"Modal","my-modal-head","1","False"
"Tabs","zyp-table","30","False"
"Tabs","btn-table","26","False"
"Tabs","mass-tab","25","False"
"Tabs","hrms-table","16","False"
"Tabs","hrms-table-wrap","15","False"
"Tabs","table-card","15","False"
"Tabs","zyw-tab","15","False"
"Tabs","data-table","13","False"
"Tabs","hrms-table-card","12","False"
"Tabs","nexora-setup-table-wrap","9","False"
"Tabs","hrms-tab","9","False"
"Tabs","hrms-tabpanel","9","False"
"Tabs","nexora-setup-table","9","False"
"Tabs","editable","7","False"
"Tabs","mass-tabs","6","False"
"Tabs","z360-table-wrap","4","False"
"Tabs","@(Model.Tab","4","False"
"Tabs","hrms-tabs","4","False"
"Tabs","sht-tab","4","False"
"Tabs","zyw-table-wrap","4","False"
"Tabs","z360-table","4","False"
"Tabs","nxhs-table-wrap","4","False"
"Tabs","zyw-table","4","False"
"Tabs","nxhs-table","4","False"
"Tabs","zyw-tab-count","3","False"
"Tabs","ost-tab","3","False"
"Tabs","zyw-tabs","3","False"
"Tabs","rec-table","3","False"
"Tabs","zy-table-wrap","3","True"
"Tabs","zhr-table-responsive","3","False"
"Tabs","rec-table-card","3","False"
"Tabs","zxd-table","3","False"
"Tabs","zy-table","3","True"
